Year,PC Name,No,Type,State,Winning Candidate,Party,Electors,Votes,Turnout
1952,Jabalpur North,101,GEN,Uttar Pradesh and Chhattisgarh,Sushil Kumar,Indian National Congress,"3,99,430","1,76,914",0.443
1952,Jaipur,356,GEN,Rajasthan,Daulat Mal,Indian National Congress,"3,97,855","1,19,094",0.299
1952,Jaipur Sawaimadhopur,346,GEN,Rajasthan,Ram Karan Joshi,Indian National Congress,"3,82,763","1,22,770",0.321
1952,Jajpur Keonjhar,184,GEN,Orissa,Bhubananda Das,Indian National Congress,"7,29,056","4,57,314",0.314
1952,Jajpur Keonjhar,184,GEN,Orissa,Lakhmidhar Jena,All India Gantantra Parishad,"7,29,056","4,57,314",0.314
1952,Jalaun Distt Cum Etawah Distt WEST CUM JHANSI DISTT NORTH,235,GEN,Uttar Pradesh and Uttarakhand,Lotan Ram,Indian National Congress,"7,53,180","5,84,312",0.388
1952,Jalaun Distt Cum Etawah Distt WEST CUM JHANSI DISTT NORTH,235,GEN,Uttar Pradesh and Uttarakhand,Hoti Lal,Indian National Congress,"7,53,180","5,84,312",0.388
1952,Jalgaon,70,GEN,Bombay,Pataskar Hari Vinayak,Indian National Congress,"3,56,253","2,05,133",0.576
1952,Jaunpur District EAST,253,GEN,Uttar Pradesh and Uttarakhand,Birbal Singh,Indian National Congress,"7,09,849","5,63,586",0.397
1952,Jaunpur District EAST,253,GEN,Uttar Pradesh and Uttarakhand,Ganpat,Indian National Congress,"7,09,849","5,63,586",0.397
1952,Jhabua,325,ST,Madhya Bharat,Amar Singh,Indian National Congress,"3,69,032","1,40,946",0.382
1952,Jhajjar Rewari,196,GEN,Punjab,Ghamandi Lal,Indian National Congress,"3,82,413","2,46,224",0.644
1952,Jhansi District SOUTH,239,GEN,Uttar Pradesh and Uttarakhand,Dhulekar Raghunath,Indian National Congress,"3,59,042","1,35,532",0.378
1952,Jodhpur,351,GEN,Rajasthan,Hanwant Singh,Independent,"4,02,871","1,77,850",0.442
1952,Jullundur,202,GEN,Punjab,Amar Nath,Indian National Congress,"3,59,274","1,99,468",0.555
1952,Kaira North,61,GEN,Bombay,Dabhi Fulsinhjee Bharatsinhji,Indian National Congress,"3,91,562","2,30,681",0.589
1952,Kaira South,62,GEN,Bombay,Patel Maniben Vallabhbhai,Indian National Congress,"3,68,127","2,33,148",0.633
1952,Kakinada,120,GEN,Madras,Chelikani Venkata Rama Rao,Communist Party Of India,"3,46,057","2,19,834",0.635
1952,Kalahandi Bolangir,179,GEN,Orissa,Giridhari Bhoi,All India Gantantra Parishad,"7,90,404","5,53,858",0.35
1952,Kalahandi Bolangir,179,GEN,Orissa,Rajendra Narayan Singh Deo,All India Gantantra Parishad,"7,90,404","5,53,858",0.35
1952,Kalna Katwa,293,GEN,West Bengal,Jonab Abdus Sattar,Indian National Congress,"3,77,219","1,85,672",0.492
1952,Kanara,88,GEN,Bombay,Alva Jaochim Piedade,Indian National Congress,"3,70,650","2,30,512",0.622
1952,Kancheepuram,142,GEN,Madras,A. Krishnaswami,Common Weal Party,"3,32,827","1,99,957",0.601
1952,Kangra,204,GEN,Punjab,Hem Raj,Indian National Congress,"3,38,943","1,59,053",0.469
1952,Kanpur District Central,237,GEN,Uttar Pradesh and Uttarakhand,Hari Har Nath Shastri,Indian National Congress,"3,95,486","1,36,821",0.346
1952,Kanpur District South Cum Etawah District,238,GEN,Uttar Pradesh and Uttarakhand,Bal Krishna Sharma,Indian National Congress,"3,76,278","1,60,257",0.426
1952,Kanpur Distt North Cum Farrukhabad Distt South,236,GEN,Uttar Pradesh and Uttarakhand,V. N. Tiwari,Indian National Congress,"3,65,691","1,66,635",0.456
1952,Kapurthala Bhatinda,345,GEN,Patiala And East Punj,Hukam Singh,Shiromani Akali Dal,"7,13,275","8,63,273",0.605
1952,Kapurthala Bhatinda,345,GEN,Patiala And East Punj,Ajit Singh,Shiromani Akali Dal,"7,13,275","8,63,273",0.605
1952,Karimnagar,320,GEN,Hyderabad,Badan Yella Reddy,Peoples Democratic Front,"7,50,904","7,15,873",0.477
1952,Karimnagar,320,GEN,Hyderabad,M. R. Krishnan,All India Scheduled Caste Federation,"7,50,904","7,15,873",0.477
1952,Karnal,194,GEN,Punjab,Subhadra Joshi,Indian National Congress,"7,65,032","8,42,918",0.551
1952,Karnal,194,GEN,Punjab,Virendra Kumar,Indian National Congress,"7,65,032","8,42,918",0.551
1952,Kendrapara,187,GEN,Orissa,Nityananda Kanungo,Indian National Congress,"4,00,630","1,73,806",0.434
1952,Khammam,322,GEN,Hyderabad,T. B. Vittala Rao,Peoples Democratic Front,"3,54,276","1,88,064",0.531
1952,Khurda,190,GEN,Orissa,Lingraj Misra,Indian National Congress,"3,95,605","1,38,531",0.35
1952,Kolaba,78,GEN,Bombay,Deshmukh Chintaman Dwarkanath,Indian National Congress,"3,52,119","1,83,658",0.522
1952,Kolar,333,GEN,Mysore,Doddathimmiah,Indian National Congress,"7,41,116","7,17,848",0.484
1952,Kolar,333,GEN,Mysore,M. V. Krishnappa,Indian National Congress,"7,41,116","7,17,848",0.484
1952,Kolhapur Cum Satara,76,GEN,Bombay,Kumbhar Ratnappa Bharamappa,Indian National Congress,"7,49,539","8,32,165",0.555
1952,Kolhapur Cum Satara,76,GEN,Bombay,Khardekar Balasaheb Hasanmantrao,Independent,"7,49,539","8,32,165",0.555
1952,Kotab Bundi,362,GEN,Rajasthan,Chandra Sen,Akhil Bharatiya Ram Rajya Parishad,"4,11,738","93,005",0.226
1952,Kotah Jhalawar,363,GEN,Rajasthan,Nemichand Kasilwal,Indian National Congress,"3,61,030","94,936",0.263
1952,Kottayam,377,GEN,Travancore Cochin,C. P. Mathew,Indian National Congress,"3,54,046","2,84,961",0.805
1952,Kozhikode,174,GEN,Madras,Achuthan Damodaran Menon,Kisan Mazdoor Praja Party,"3,55,807","2,36,008",0.663
1952,Krishnagiri,145,GEN,Madras,C. R. Narasimhan,Indian National Congress,"3,55,317","1,47,253",0.414
1952,Kumbakonam,157,GEN,Madras,C. Ramaswamy Mudaliar,Indian National Congress,"3,61,514","2,29,457",0.635
1952,Kurnool,132,GEN,Madras,H. Sitharama Reddy,Indian National Congress,"3,54,755","1,94,213",0.548
1952,Kustagi,306,GEN,Hyderabad,Shiv Murthy Swamy,Independent,"3,56,258","1,70,259",0.478
1952,Kutch East,392,GEN,Kutch,Dholakia Gulabshanker Amrutlal,Indian National Congress,"1,47,409","49,236",0.334
1952,Kutch West,393,GEN,Kutch,Khimji Bhawanji Arjun,Indian National Congress,"1,40,991","70,344",0.499
1952,Lucknow District Central,247,GEN,Uttar Pradesh and Uttarakhand,Vijayalakshmi Pandit,Indian National Congress,"3,53,447","1,48,569",0.42
1952,Lucknow Distt Cum Bara Banki Distt,246,GEN,Uttar Pradesh and Uttarakhand,Ganga Devi,Indian National Congress,"7,30,269","4,98,095",0.341
1952,Lucknow Distt Cum Bara Banki Distt,246,GEN,Uttar Pradesh and Uttarakhand,Mohan Lal Saxena,Indian National Congress,"7,30,269","4,98,095",0.341
1952,Madhya Saurashtra,365,GEN,Saurashtra,Joshi Jethalal Harikrishna,Indian National Congress,"3,12,441","1,39,962",0.448
1952,Madras,139,GEN,Madras,T. T. Krishnamachari,Indian National Congress,"3,69,299","1,95,370",0.529
1952,Madurai,167,GEN,Madras,S. Balasubramaniam,Indian National Congress,"7,57,254","7,33,762",0.485
1952,Madurai,167,GEN,Madras,P. M. Kakkan,Indian National Congress,"7,57,254","7,33,762",0.485
1952,Mahasamund,95,GEN,Uttar Pradesh and Chhattisgarh,Sheodas Daga,Indian National Congress,"3,92,827","1,59,178",0.405
1952,Mahboobnagar,305,GEN,Hyderabad,Janardhan Reddy,Indian National Congress,"7,56,778","3,44,270",0.455
1952,Mahboobnagar,305,GEN,Hyderabad,P. Ramaswamy,Indian National Congress,"7,56,778",0,0
1952,Mainpuri District EAST,234,GEN,Uttar Pradesh and Uttarakhand,Badshah Gupta,Indian National Congress,"3,40,120","1,39,345",0.41
1952,Malappuram,175,GEN,Madras,B. Pocker,Madras State Muslim League Party,"3,69,412","2,03,899",0.552
1952,Malda,279,GEN,West Bengal,Surendra Mohan Ghose,Indian National Congress,"3,54,919","1,45,601",0.41
1952,Manbhum North,52,GEN,Uttar PradeBihar,Mohan Hari,Indian National Congress,"6,88,360","4,35,123",0.316
1952,Manbhum North,52,GEN,Uttar PradeBihar,Prabhat Chandra Bose,Indian National Congress,"6,88,360","4,35,123",0.316
1952,Manbhum South Cum Dhalbhum,53,GEN,Uttar PradeBihar,Bhajahari Mahaton,Lok Sewak Sangh,"7,30,957","4,81,518",0.329
1952,Manbhum South Cum Dhalbhum,53,GEN,Uttar PradeBihar,Chaitan Manjhi,Lok Sewak Sangh,"7,30,957","4,81,518",0.329
1952,Mandi Mahasu,390,GEN,Himachal Pradesh,Amrit Kaur,Indian National Congress,"3,50,437","1,75,377",0.25
1952,Mandi Mahasu,390,GEN,Himachal Pradesh,Gopi Ram,Indian National Congress,"3,50,437","1,75,377",0.25
1952,Mandla Jabalpur South,100,GEN,Uttar Pradesh and Chhattisgarh,Govind Das Maheshwari,Indian National Congress,"6,86,330","5,93,342",0.432
1952,Mandla Jabalpur South,100,GEN,Uttar Pradesh and Chhattisgarh,Mangroo,Indian National Congress,"6,86,330","5,93,342",0.432
1952,Mandsaur,329,GEN,Madhya Bharat,Kailash Nath Katju,Indian National Congress,"3,71,375","1,40,861",0.379
1952,Mandya,337,GEN,Mysore,M. K. Sivananjappa,Indian National Congress,"3,60,464","2,12,015",0.588
1952,Masulipatnam,123,GEN,Madras,Sanka Butehikottaiah,Communist Party Of India,"3,32,940","2,53,728",0.762
1952,Mathura District WEST,228,GEN,Uttar Pradesh and Uttarakhand,Krishna Chandra,Indian National Congress,"3,76,706","1,82,335",0.484
1952,Mayuram,158,GEN,Madras,K. Ananda Nambiar,Communist Party Of India,"7,30,234","8,83,765",0.605
1952,Mayuram,158,GEN,Madras,V. Veeraswami,Independent,"7,30,234","8,83,765",0.605
1952,Mayurbhanj,185,ST,Orissa,Ramchandra Majhi,Indian National Congress,"3,76,957","1,08,238",0.287
1952,Medak,319,GEN,Hyderabad,Jaisoorya,Peoples Democratic Front,"3,60,324","1,97,637",0.549
1952,Meenachil,376,GEN,Travancore Cochin,P. T. Chacko,Indian National Congress,"3,55,235","2,67,829",0.754
1952,Meerut District NORTH EAST,223,GEN,Uttar Pradesh and Uttarakhand,Shah Nawaz Khan,Indian National Congress,"3,94,599","2,09,089",0.53
1952,Meerut District SOUTH,222,GEN,Uttar Pradesh and Uttarakhand,Krishna Chandra Sharma,Indian National Congress,"3,74,338","1,85,764",0.496
1952,Meerut District WEST,221,GEN,Uttar Pradesh and Uttarakhand,Khushi Ram Sharma,Indian National Congress,"3,57,437","2,05,243",0.574
1952,Mehsana East,58,GEN,Bombay,Parekh Shantilal Girdharlal,Indian National Congress,"3,66,111","2,02,822",0.554
1952,Mehsana West,59,GEN,Bombay,Kilachand Tulshidas Kilachand,Independent,"3,80,505","2,25,034",0.591
1952,Midnapore Jhargram,284,GEN,West Bengal,Bandopadhyaya Durga Charan,All India Bhartiya Jan Sangh,"7,42,739","5,69,207",0.383
1952,Midnapore Jhargram,284,GEN,West Bengal,Tudu Bharat Lal,Indian National Congress,"7,42,739","5,69,207",0.383
1952,Mirzapur District Cum Banaras District WEST,256,GEN,Uttar Pradesh and Uttarakhand,Rup Narain,Indian National Congress,"7,20,697","5,17,177",0.359
1952,Mirzapur District Cum Banaras District WEST,256,GEN,Uttar Pradesh and Uttarakhand,J. N. Wilson,Indian National Congress,"7,20,697","5,17,177",0.359
1952,Mohindergarh,342,GEN,Patiala And East Punj,Hira Singh,Indian National Congress,"3,33,436","1,80,559",0.542
1952,Monghyr North East,39,GEN,Uttar PradeBihar,Suresh Chandra Mishra,Socialist Party,"2,71,581","1,46,688",0.54
1952,Monghyr North West,38,GEN,Uttar PradeBihar,Mathura Prasad Misra,Indian National Congress,"2,16,737","1,15,332",0.532
1952,Monghyr Sadar Cum Jamui,37,GEN,Uttar PradeBihar,Banarsi Pd. Sinha,Indian National Congress,"5,34,168","5,18,714",0.486
1952,Monghyr Sadar Cum Jamui,37,GEN,Uttar PradeBihar,Nayan Tara Das,Indian National Congress,"5,34,168","5,18,714",0.486
1952,Moradabad District CENTRAL,216,GEN,Uttar Pradesh and Uttarakhand,Hifzul Rehman,Indian National Congress,"3,87,330","1,63,085",0.421
1952,Moradabad District WEST,215,GEN,Uttar Pradesh and Uttarakhand,Ram Saran,Indian National Congress,"3,67,788","1,56,871",0.427
1952,Morena Bhind,332,GEN,Madhya Bharat,Radha Charan,Indian National Congress,"7,43,114","4,62,963",0.312
1952,Morena Bhind,332,GEN,Madhya Bharat,Suraj Prasad Alias Surya Prasad,Indian National Congress,"7,43,114","4,62,963",0.312
1952,Murshidabad,281,GEN,West Bengal,Muhammed Khuda Bukhsh,Indian National Congress,"3,80,477","1,86,684",0.491
1952,Muzafarpur East,30,GEN,Uttar PradeBihar,Awadeshwar Pd. Sinha,Indian National Congress,"2,98,268","1,39,632",0.468
1952,Muzaffarnagar District SOUTH,220,GEN,Uttar Pradesh and Uttarakhand,Tripathi Hira Ballabh,Indian National Congress,"3,75,540","1,99,562",0.531
1952,Muzaffarpur Central,29,GEN,Uttar PradeBihar,Shyam Nandan Sahay,Indian National Congress,"3,32,006","1,41,330",0.426
1952,Muzaffarpur Cum Darbhanga,31,GEN,Uttar PradeBihar,Rajeshwar Patel,Indian National Congress,"7,16,634","3,18,538",0.445
1952,Muzaffarpur Cum Darbhanga,31,GEN,Uttar PradeBihar,Rameshwar Sahu,Indian National Congress,"7,16,634",0,0
1952,Muzaffarpur North East,28,GEN,Uttar PradeBihar,Dig Vijoy Narayan Singh,Indian National Congress,"3,29,849","1,54,884",0.47
1952,Muzaffarpur North West,27,GEN,Uttar PradeBihar,Chandeswar Narain Prasad Sinha,Indian National Congress,"2,93,890","1,34,435",0.457
1952,Mysore,338,GEN,Mysore,N. Rachiah,Indian National Congress,"7,28,247","7,12,318",0.489
1952,Mysore,338,GEN,Mysore,M. S. Gurupadaswamy,Kisan Mazdoor Praja Party,"7,28,247","7,12,318",0.489
1952,Nabadwip,294,GEN,West Bengal,Lakshmi Kanta Maitra,Indian National Congress,"3,81,812","1,59,025",0.417
1952,Nagaur Pali,354,GEN,Rajasthan,Gajadhar,Independent,"3,83,209","2,00,411",0.523
1952,Nagercoil,370,GEN,Travancore Cochin,A. Nesamony,Travancore Tamil Nad Congress Party,"3,43,195","2,27,904",0.664
1952,Nagpur,108,GEN,Uttar Pradesh and Chhattisgarh,Anusayabai Purushottam Kale,Indian National Congress,"3,52,870","2,10,078",0.595
1952,Naini Tal Distt Cum Almora Distt SOUTH WEST CUM BAREILLY DISTT NORTH,212,GEN,Uttar Pradesh and Uttarakhand,C. D. Pande,Indian National Congress,"3,41,976","1,29,142",0.378
1952,Nalgonda,323,GEN,Hyderabad,Ravi Narayan Reddy,Peoples Democratic Front,"7,29,504","8,07,033",0.553
1952,Nalgonda,323,GEN,Hyderabad,Sukam Atchalu,Peoples Democratic Front,"7,29,504","8,07,033",0.553
1952,Nanded,316,GEN,Hyderabad,Shanker Rao Srinivas Rao,Indian National Congress,"7,10,146","4,44,504",0.313
1952,Nanded,316,GEN,Hyderabad,Deo Rao Namdeo Rao,Indian National Congress,"7,10,146","4,44,504",0.313
1952,Nandyal,131,GEN,Madras,Seshagiri Rao,Independent,"3,80,100","2,44,765",0.644
1952,Narasaraopet,128,GEN,Madras,Chapalamadugu Ramiah Chowdry,Independent,"3,66,257","2,16,472",0.591
1952,Nasik Central,72,GEN,Bombay,Deshpande Govind Hari,Indian National Congress,"3,85,868","2,05,175",0.532
1952,Nawan Shahr,201,GEN,Punjab,Baldev Singh,Indian National Congress,"3,98,321","2,50,375",0.629
1952,Nellore,130,GEN,Madras,Bezwada Ramachandra Reddy,Independent,"3,47,698","2,07,004",0.595
1952,New Delhi,387,GEN,Delhi,Suchetia Kripalani,Kisan Mazdoor Praja Party,"1,82,293","1,02,175",0.561
1952,Nimar,103,GEN,Uttar Pradesh and Chhattisgarh,Tiwari Babulal Surajbhan,Indian National Congress,"3,87,579","1,75,023",0.452
1952,Nimar,324,GEN,Madhya Bharat,Bajinath Mahodaya,Indian National Congress,"3,75,327","1,27,499",0.34
1952,Nizamabad,318,GEN,Hyderabad,Harish Chandra Heda,Indian National Congress,"3,35,863","1,60,995",0.479
1952,North Bengal,277,GEN,West Bengal,Upendra Nath Barman,Indian National Congress,"9,31,845","8,62,056",0.308
1952,North Bengal,277,GEN,West Bengal,Birendra Nath Katham,Indian National Congress,"9,31,845","8,62,056",0.308
1952,North Bengal,277,GEN,West Bengal,Amiya Kanta Basu,Indian National Congress,"9,31,845","8,62,056",0.308
1952,North Satara,75,GEN,Bombay,Altekar Ganesh Sadashiv,Indian National Congress,"3,59,731","1,98,739",0.553
1952,Nowgong,7,GEN,Assam,"Barooah, Dev Kanta",Indian National Congress,"3,42,855","1,73,832",0.507
1952,Nowrangpur,177,GEN,Orissa,Ponnada Subarao,All India Gantantra Parishad,"4,02,950","1,43,222",0.355
1952,Ongole,129,GEN,Madras,M. Nanadass,Independent,"7,29,786","7,23,926",0.496
1952,Ongole,129,GEN,Madras,P. Venkataraghaviah,Independent,"7,29,786","7,23,926",0.496
1952,Osmanabad,311,GEN,Hyderabad,Diwan Raghevendra Srinivas Rao,Indian National Congress,"3,73,951","1,94,043",0.519
1952,Outer Delhi,388,GEN,Delhi,C. Krisnan Nair,Indian National Congress,"3,87,853","4,52,135",0.583
1952,Outer Delhi,388,GEN,Delhi,Naval Prabhakar,Indian National Congress,"3,87,853","4,52,135",0.583
1952,Outer Manipur,395,GEN,Manipur,Rishang,Socialist Party,"1,48,935","77,561",0.521
1952,Palamau Cum Hazaribagh Cum Ranchi,51,GEN,Uttar PradeBihar,Jithan Kherwar,Indian National Congress,"6,49,178","4,63,405",0.357
1952,Palamau Cum Hazaribagh Cum Ranchi,51,GEN,Uttar PradeBihar,Gajendra Prasad Sinha,Indian National Congress,"6,49,178","4,63,405",0.357
1952,Pancchmahals Cum Baroda East,57,GEN,Bombay,Gandhi Maneklal Magan,Indian National Congress,"7,41,930","3,18,085",0.429
1952,Pancchmahals Cum Baroda East,57,GEN,Bombay,Parmar Rupajee Bhavji,Indian National Congress,"7,41,930",0,0
1952,Parbhani,315,GEN,Hyderabad,Narayan Rao Waghmare,Peasants & Workers Party,"3,70,348","1,40,434",0.379
1952,Parvathipuram,117,GEN,Madras,N. Rama Seshiah,Independent,"3,68,440","1,98,166",0.538
1952,Pataliputra,11,GEN,Uttar PradeBihar,Sarangdhar Singh,Indian National Congress,"2,88,982","1,33,645",0.463
1952,Pathapatnam,115,GEN,Madras,V. V. Giri,Indian National Congress,"3,38,485","1,67,679",0.495
1952,Patiala,344,GEN,Patiala And East Punj,Ram Partap,Indian National Congress,"3,67,485","2,19,562",0.598
1952,Patna Central,12,GEN,Uttar PradeBihar,Kailash Pati Sinha,Indian National Congress,"2,36,799","1,31,506",0.555
1952,Patna Cum Shahabad,14,GEN,Uttar PradeBihar,Balram Bhagat,Indian National Congress,"2,87,272","1,36,851",0.476
1952,Patna East,13,GEN,Uttar PradeBihar,Tarkeshwari Devi,Indian National Congress,"2,50,896","1,32,716",0.529
1952,Penukonda,135,GEN,Madras,K. S. Raghavachari,Kisan Mazdoor Praja Party,"3,52,629","2,17,626",0.617
1952,Perambalur,154,GEN,Madras,V. Boorarangaswami Pandayachi,The Tamil Nad Toilers Party,"3,59,221","2,25,858",0.629
1952,Periyakulam,168,GEN,Madras,A Sakthivadivel Gounder,Indian National Congress,"3,70,312","2,42,777",0.656
1952,Pilibhit Distt Cum Bareilly Distt EAST,214,GEN,Uttar Pradesh and Uttarakhand,Mukund Lal Agarwala,Indian National Congress,"3,28,961","1,28,991",0.392
1952,Pollachi,151,GEN,Madras,Damodaram,Indian National Congress,"3,68,310","2,10,359",0.571
1952,Ponnani,176,GEN,Madras,Kelappan Koyhapali,Kisan Mazdoor Praja Party,"7,39,656","7,74,286",0.523
1952,Ponnani,176,GEN,Madras,Eacheran Iyyani,Indian National Congress,"7,39,656","7,74,286",0.523
1952,Poona Central,73,GEN,Bombay,Gadgil Narhar Vishnu,Indian National Congress,"3,88,404","1,92,406",0.495
1952,Poona South,74,GEN,Bombay,Maydeo Indira Anant,Indian National Congress,"3,78,892","1,79,289",0.473
1952,Pratapgarh Distt EAST,249,GEN,Uttar Pradesh and Uttarakhand,Munishwar Dutt Upadhyaya,Indian National Congress,"3,62,654","1,22,001",0.336
1952,Pratapgarh Distt WEST CUM RAE BARELI DISTT EAST,248,GEN,Uttar Pradesh and Uttarakhand,Feroze Gandhi,Indian National Congress,"6,96,634","4,81,131",0.345
1952,Pratapgarh Distt WEST CUM RAE BARELI DISTT EAST,248,GEN,Uttar Pradesh and Uttarakhand,Baij Nath Kureel,Indian National Congress,"6,96,634","4,81,131",0.345
1952,Pudukkottai,153,GEN,Madras,K. M. Vallatharsu,Kisan Mazdoor Praja Party,"3,74,269","1,91,697",0.512
1952,Puri,189,GEN,Orissa,Lokanath Misra,Indian National Congress,"3,87,950","1,55,622",0.401
1952,Purnea Central,44,GEN,Uttar PradeBihar,Phani Gopal Sen Gupta,Indian National Congress,"3,57,038","1,38,412",0.388
1952,Purnea Cum Santal Parganas,45,GEN,Uttar PradeBihar,Bhagat Jha,Indian National Congress,"7,52,822","6,59,217",0.438
1952,Purnea Cum Santal Parganas,45,GEN,Uttar PradeBihar,Jughar Soren Paul,Jharkhand Party,"7,52,822","6,59,217",0.438
1952,Purnea North East,43,GEN,Uttar PradeBihar,Mohammad Islamuddin,Indian National Congress,"3,69,596","1,20,467",0.326
1952,Quilon Cum Mavelikara,373,GEN,Travancore Cochin,Sreekantan Nair,Revolutionary Socialist Party,"7,05,598","10,28,391",0.729
1952,Quilon Cum Mavelikara,373,GEN,Travancore Cochin,R. Velayudhan,Independent,"7,05,598","10,28,391",0.729
1952,Raisen,384,GEN,Bhopal,Chatrunarain Malvia,Indian National Congress,"1,88,498","74,501",0.395
1952,Rajahmundry,121,GEN,Madras,Kaneti Mohana Rao,Communist Party Of India,"7,41,484","9,00,175",0.607
1952,Rajahmundry,121,GEN,Madras,Nalla Reddi Naidu,Socialist Party,"7,41,484","9,00,175",0.607
1952,Ramanathapuram,165,GEN,Madras,V. Vr. N. Ar. Nagappa Chettiar,Indian National Congress,"3,59,891","1,93,589",0.538
1952,Rampur District Cum Bareilly District WEST,217,GEN,Uttar Pradesh and Uttarakhand,Abul Kalam Azad,Indian National Congress,"3,76,635","1,81,607",0.482
1952,Ranchi North East,49,GEN,Uttar PradeBihar,Abdul Ibrahim,Indian National Congress,"3,44,542","1,33,505",0.388
1952,Ranchi West,50,ST,Uttar PradeBihar,Jaipal Singh,Jharkhand Party,"3,67,835","2,28,856",0.622
1952,Ratnagiri North,82,GEN,Bombay,Bhosale Jagannathrao Krishnarao,Indian National Congress,"3,74,668","1,51,181",0.404
